source,target,approximate,no map,combination,scenario,choice list,target_descriptions,source_descriptions
85402,S061X2A,1,0,0,0,0,"Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
85402,S069X1A,1,0,0,0,0,"Unspecified intracranial injury with loss of consciousness of 30 minutes or less, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
85402,S069X2A,1,0,0,0,0,"Unspecified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
85403,S061X3A,1,0,0,0,0,"Traumatic cerebral edema with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85403,S061X4A,1,0,0,0,0,"Traumatic cerebral edema with loss of consciousness of 6 hours to 24 hours, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85403,S069X3A,1,0,0,0,0,"Unspecified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85403,S069X4A,1,0,0,0,0,"Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85404,S061X5A,1,0,0,0,0,"Traumatic cerebral edema with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
85404,S069X5A,1,0,0,0,0,"Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
85405,S061X6A,1,0,0,0,0,"Traumatic cerebral edema with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85405,S061X7A,1,0,0,0,0,"Traumatic cerebral edema with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85405,S061X8A,1,0,0,0,0,"Traumatic cerebral edema with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85405,S069X6A,1,0,0,0,0,"Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85406,S061X9A,1,0,0,0,0,"Traumatic cerebral edema with loss of consciousness of unspecified duration, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with loss of consciousness of unspecified duration"
85406,S069X9A,1,0,0,0,0,"Unspecified intracranial injury with loss of consciousness of unspecified duration, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with loss of consciousness of unspecified duration"
85409,S060X0A,1,0,1,1,2,"Concussion without loss of consciousness, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with concussion, unspecified"
85409,S06890A,1,0,1,1,1,"Other specified intracranial injury without loss of consciousness, initial encounter","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with concussion, unspecified"
85410,S0190XA,1,0,1,1,2,"Unspecified open wound of unspecified part of head, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, unspecified state of consciousness"
85410,S06890A,1,0,1,1,1,"Other specified intracranial injury without loss of consciousness, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, unspecified state of consciousness"
85411,S0190XA,1,0,1,1,2,"Unspecified open wound of unspecified part of head, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with no loss of consciousness"
85411,S06890A,1,0,1,1,1,"Other specified intracranial injury without loss of consciousness, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with no loss of consciousness"
85412,S0190XA,1,0,1,1,2,"Unspecified open wound of unspecified part of head, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with brief [less than one hour] loss of consciousness"
85412,S06891A,1,0,1,1,1,"Other specified intracranial injury with loss of consciousness of 30 minutes or less, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with brief [less than one hour] loss of consciousness"
85412,S06892A,1,0,1,1,1,"Other specified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with brief [less than one hour] loss of consciousness"
85413,S0190XA,1,0,1,1,2,"Unspecified open wound of unspecified part of head, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85413,S06893A,1,0,1,1,1,"Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85413,S06894A,1,0,1,1,1,"Other specified intracranial injury with loss of consciousness of 6 hours to 24 hours, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85414,S0190XA,1,0,1,1,2,"Unspecified open wound of unspecified part of head, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
85414,S06895A,1,0,1,1,1,"Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
85415,S0190XA,1,0,1,1,2,"Unspecified open wound of unspecified part of head, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85415,S06896A,1,0,1,1,1,"Other specified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85415,S06897A,1,0,1,1,1,"Other specified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85415,S06898A,1,0,1,1,1,"Other specified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85416,S0190XA,1,0,1,1,2,"Unspecified open wound of unspecified part of head, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with loss of consciousness of unspecified duration"
85416,S06899A,1,0,1,1,1,"Other specified intracranial injury with loss of consciousness of unspecified duration, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with loss of consciousness of unspecified duration"
85419,S0190XA,1,0,1,1,2,"Unspecified open wound of unspecified part of head, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with concussion, unspecified"
85419,S06890A,1,0,1,1,1,"Other specified intracranial injury without loss of consciousness, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with concussion, unspecified"
85419,S06899A,1,0,1,1,1,"Other specified intracranial injury with loss of consciousness of unspecified duration, initial encounter","Intracranial injury of other and unspecified nature with open intracranial wound, with concussion, unspecified"
8600,S270XXA,1,0,0,0,0,"Traumatic pneumothorax, initial encounter",Traumatic pneumothorax without mention of open wound into thorax
8601,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter",Traumatic pneumothorax with open wound into thorax
8601,S270XXA,1,0,1,1,1,"Traumatic pneumothorax, initial encounter",Traumatic pneumothorax with open wound into thorax
8602,S271XXA,1,0,0,0,0,"Traumatic hemothorax, initial encounter",Traumatic hemothorax without mention of open wound into thorax
8603,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter",Traumatic hemothorax with open wound into thorax
8603,S271XXA,1,0,1,1,1,"Traumatic hemothorax, initial encounter",Traumatic hemothorax with open wound into thorax
8604,S272XXA,1,0,0,0,0,"Traumatic hemopneumothorax, initial encounter",Traumatic pneumohemothorax without mention of open wound into thorax
8605,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter",Traumatic pneumohemothorax with open wound into thorax
8605,S272XXA,1,0,1,1,1,"Traumatic hemopneumothorax, initial encounter",Traumatic pneumohemothorax with open wound into thorax
86100,S2610XA,1,0,0,0,0,"Unspecified injury of heart without hemopericardium, initial encounter",Unspecified injury of heart without mention of open wound into thorax
86100,S2690XA,1,0,0,0,0,"Unspecified injury of heart, unspecified with or without hemopericardium, initial encounter",Unspecified injury of heart without mention of open wound into thorax
86100,S2699XA,1,0,0,0,0,"Other injury of heart, unspecified with or without hemopericardium, initial encounter",Unspecified injury of heart without mention of open wound into thorax
86101,S2691XA,1,0,0,0,0,"Contusion of heart, unspecified with or without hemopericardium, initial encounter",Contusion of heart without mention of open wound into thorax
86102,S2692XA,1,0,0,0,0,"Laceration of heart, unspecified with or without hemopericardium, initial encounter",Laceration of heart without penetration of heart chambers or without mention of open wound into thorax
86103,S2692XA,1,0,0,0,0,"Laceration of heart, unspecified with or without hemopericardium, initial encounter",Laceration of heart with penetration of heart chambers without mention of open wound into thorax
86110,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter",Unspecified injury of heart with open wound into thorax
86110,S2690XA,1,0,1,1,1,"Unspecified injury of heart, unspecified with or without hemopericardium, initial encounter",Unspecified injury of heart with open wound into thorax
86111,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter",Contusion of heart with open wound into thorax
86111,S2691XA,1,0,1,1,1,"Contusion of heart, unspecified with or without hemopericardium, initial encounter",Contusion of heart with open wound into thorax
86112,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter","Laceration of heart without penetration of heart chambers, with open wound into thorax"
86112,S26020A,1,0,1,1,1,"Mild laceration of heart with hemopericardium, initial encounter","Laceration of heart without penetration of heart chambers, with open wound into thorax"
86112,S2692XA,1,0,1,1,1,"Laceration of heart, unspecified with or without hemopericardium, initial encounter","Laceration of heart without penetration of heart chambers, with open wound into thorax"
86113,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter",Laceration of heart with penetration of heart chambers with open wound into thorax
86113,S26021A,1,0,1,1,1,"Moderate laceration of heart with hemopericardium, initial encounter",Laceration of heart with penetration of heart chambers with open wound into thorax
86113,S26022A,1,0,1,1,1,"Major laceration of heart with hemopericardium, initial encounter",Laceration of heart with penetration of heart chambers with open wound into thorax
86120,S27309A,1,0,0,0,0,"Unspecified injury of lung, unspecified, initial encounter",Unspecified injury of lung without mention of open wound into thorax
86121,S27329A,1,0,0,0,0,"Contusion of lung, unspecified, initial encounter",Contusion of lung without mention of open wound into thorax
86122,S27339A,1,0,0,0,0,"Laceration of lung, unspecified, initial encounter",Laceration of lung without mention of open wound into thorax
86130,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter",Unspecified injury of lung with open wound into thorax
86130,S27309A,1,0,1,1,1,"Unspecified injury of lung, unspecified, initial encounter",Unspecified injury of lung with open wound into thorax
86131,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter",Contusion of lung with open wound into thorax
86131,S27329A,1,0,1,1,1,"Contusion of lung, unspecified, initial encounter",Contusion of lung with open wound into thorax
86132,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter",Laceration of lung with open wound into thorax
86132,S27339A,1,0,1,1,1,"Laceration of lung, unspecified, initial encounter",Laceration of lung with open wound into thorax
8620,S27809A,1,0,0,0,0,"Unspecified injury of diaphragm, initial encounter","Injury to diaphragm, without mention of open wound into cavity"
8621,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter","Injury to diaphragm, with open wound into cavity"
8621,S27809A,1,0,1,1,1,"Unspecified injury of diaphragm, initial encounter","Injury to diaphragm, with open wound into cavity"
86221,S27409A,1,0,0,0,0,"Unspecified injury of bronchus, unspecified, initial encounter",Injury to bronchus without mention of open wound into cavity
86222,S27819A,1,0,0,0,0,"Unspecified injury of esophagus (thoracic part), initial encounter",Injury to esophagus without mention of open wound into cavity
86229,S27899A,1,0,0,0,0,"Unspecified injury of other specified intrathoracic organs, initial encounter",Injury to other specified intrathoracic organs without mention of open wound into cavity
86231,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter",Injury to bronchus with open wound into cavity
86231,S27409A,1,0,1,1,1,"Unspecified injury of bronchus, unspecified, initial encounter",Injury to bronchus with open wound into cavity
86232,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter",Injury to esophagus with open wound into cavity
86232,S27813A,1,0,1,1,1,"Laceration of esophagus (thoracic part), initial encounter",Injury to esophagus with open wound into cavity
86239,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter",Injury to other specified intrathoracic organs with open wound into cavity
86239,S27893A,1,0,1,1,1,"Laceration of other specified intrathoracic organs, initial encounter",Injury to other specified intrathoracic organs with open wound into cavity
8628,S279XXA,1,0,0,0,0,"Injury of unspecified intrathoracic organ, initial encounter","Injury to multiple and unspecified intrathoracic organs, without mention of open wound into cavity"
8629,S21309A,1,0,1,1,2,"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter","Injury to multiple and unspecified intrathoracic organs, with open wound into cavity"
8629,S279XXA,1,0,1,1,1,"Injury of unspecified intrathoracic organ, initial encounter","Injury to multiple and unspecified intrathoracic organs, with open wound into cavity"
8630,S3630XA,1,0,0,0,0,"Unspecified injury of stomach, initial encounter","Injury to stomach, without mention of open wound into cavity"
8631,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to stomach, with open wound into cavity"
8631,S3630XA,1,0,1,1,1,"Unspecified injury of stomach, initial encounter","Injury to stomach, with open wound into cavity"
86320,S36409A,1,0,0,0,0,"Unspecified injury of unspecified part of small intestine, initial encounter","Injury to small intestine, unspecified site, without open wound into cavity"
86321,S36400A,1,0,0,0,0,"Unspecified injury of duodenum, initial encounter","Injury to duodenum, without open wound into cavity"
86329,S36408A,1,0,0,0,0,"Unspecified injury of other part of small intestine, initial encounter","Other injury to small intestine, without mention of open wound into cavity"
86330,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to small intestine, unspecified site, with open wound into cavity"
86330,S36409A,1,0,1,1,1,"Unspecified injury of unspecified part of small intestine, initial encounter","Injury to small intestine, unspecified site, with open wound into cavity"
86331,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to duodenum, with open wound into cavity"
86331,S36400A,1,0,1,1,1,"Unspecified injury of duodenum, initial encounter","Injury to duodenum, with open wound into cavity"
86339,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Other injury to small intestine, with open wound into cavity"
86339,S36408A,1,0,1,1,1,"Unspecified injury of other part of small intestine, initial encounter","Other injury to small intestine, with open wound into cavity"
86340,S36509A,1,0,0,0,0,"Unspecified injury of unspecified part of colon, initial encounter","Injury to colon, unspecified site, without mention of open wound into cavity"
86341,S36500A,1,0,0,0,0,"Unspecified injury of ascending [right] colon, initial encounter","Injury to ascending [right] colon, without mention of open wound into cavity"
86342,S36501A,1,0,0,0,0,"Unspecified injury of transverse colon, initial encounter","Injury to transverse colon, without mention of open wound into cavity"
86343,S36502A,1,0,0,0,0,"Unspecified injury of descending [left] colon, initial encounter","Injury to descending [left] colon, without mention of open wound into cavity"
86344,S36503A,1,0,0,0,0,"Unspecified injury of sigmoid colon, initial encounter","Injury to sigmoid colon, without mention of open wound into cavity"
86345,S3660XA,1,0,0,0,0,"Unspecified injury of rectum, initial encounter","Injury to rectum, without mention of open wound into cavity"
86346,S36508A,1,0,0,0,0,"Unspecified injury of other part of colon, initial encounter","Injury to multiple sites in colon and rectum, without mention of open wound into cavity"
86349,S36508A,1,0,0,0,0,"Unspecified injury of other part of colon, initial encounter","Other injury to colon or rectum, without mention of open wound into cavity"
86350,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to colon, unspecified site, with open wound into cavity"
86350,S36509A,1,0,1,1,1,"Unspecified injury of unspecified part of colon, initial encounter","Injury to colon, unspecified site, with open wound into cavity"
86351,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to ascending [right] colon, with open wound into cavity"
86351,S36500A,1,0,1,1,1,"Unspecified injury of ascending [right] colon, initial encounter","Injury to ascending [right] colon, with open wound into cavity"
86352,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to transverse colon, with open wound into cavity"
86352,S36501A,1,0,1,1,1,"Unspecified injury of transverse colon, initial encounter","Injury to transverse colon, with open wound into cavity"
86353,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to descending [left] colon, with open wound into cavity"
86353,S36502A,1,0,1,1,1,"Unspecified injury of descending [left] colon, initial encounter","Injury to descending [left] colon, with open wound into cavity"
86354,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to sigmoid colon, with open wound into cavity"
86354,S36503A,1,0,1,1,1,"Unspecified injury of sigmoid colon, initial encounter","Injury to sigmoid colon, with open wound into cavity"
86355,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to rectum, with open wound into cavity"
86355,S3660XA,1,0,1,1,1,"Unspecified injury of rectum, initial encounter","Injury to rectum, with open wound into cavity"
86356,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to multiple sites in colon and rectum, with open wound into cavity"
86356,S36508A,1,0,1,1,1,"Unspecified injury of other part of colon, initial encounter","Injury to multiple sites in colon and rectum, with open wound into cavity"
86359,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Other injury to colon or rectum, with open wound into cavity"
86359,S36508A,1,0,1,1,1,"Unspecified injury of other part of colon, initial encounter","Other injury to colon or rectum, with open wound into cavity"
86380,S3690XA,1,0,0,0,0,"Unspecified injury of unspecified intra-abdominal organ, initial encounter","Injury to gastrointestinal tract, unspecified site, without mention of open wound into cavity"
86381,S36200A,1,0,0,0,0,"Unspecified injury of head of pancreas, initial encounter","Injury to pancreas, head, without mention of open wound into cavity"
86382,S36201A,1,0,0,0,0,"Unspecified injury of body of pancreas, initial encounter","Injury to pancreas, body, without mention of open wound into cavity"
86383,S36202A,1,0,0,0,0,"Unspecified injury of tail of pancreas, initial encounter","Injury to pancreas, tail, without mention of open wound into cavity"
86384,S36209A,1,0,0,0,0,"Unspecified injury of unspecified part of pancreas, initial encounter","Injury to pancreas, multiple and unspecified sites, without mention of open wound into cavity"
86385,S36899A,1,0,0,0,0,"Unspecified injury of other intra-abdominal organs, initial encounter","Injury to appendix, without mention of open wound into cavity"
86389,S36899A,1,0,0,0,0,"Unspecified injury of other intra-abdominal organs, initial encounter","Injury to other gastrointestinal sites, without mention of open wound into cavity"
86390,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to gastrointestinal tract, unspecified site, with open wound into cavity"
86390,S3690XA,1,0,1,1,1,"Unspecified injury of unspecified intra-abdominal organ, initial encounter","Injury to gastrointestinal tract, unspecified site, with open wound into cavity"
86391,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to pancreas, head, with open wound into cavity"
86391,S36200A,1,0,1,1,1,"Unspecified injury of head of pancreas, initial encounter","Injury to pancreas, head, with open wound into cavity"
86392,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to pancreas, body, with open wound into cavity"
86392,S36201A,1,0,1,1,1,"Unspecified injury of body of pancreas, initial encounter","Injury to pancreas, body, with open wound into cavity"
86393,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to pancreas, tail, with open wound into cavity"
86393,S36202A,1,0,1,1,1,"Unspecified injury of tail of pancreas, initial encounter","Injury to pancreas, tail, with open wound into cavity"
86394,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to pancreas, multiple and unspecified sites, with open wound into cavity"
86394,S36209A,1,0,1,1,1,"Unspecified injury of unspecified part of pancreas, initial encounter","Injury to pancreas, multiple and unspecified sites, with open wound into cavity"
86395,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to appendix, with open wound into cavity"
86395,S36899A,1,0,1,1,1,"Unspecified injury of other intra-abdominal organs, initial encounter","Injury to appendix, with open wound into cavity"
86399,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to other gastrointestinal sites, with open wound into cavity"
86399,S36899A,1,0,1,1,1,"Unspecified injury of other intra-abdominal organs, initial encounter","Injury to other gastrointestinal sites, with open wound into cavity"
86400,S36119A,1,0,0,0,0,"Unspecified injury of liver, initial encounter","Injury to liver without mention of open wound into cavity, unspecified injury"
86401,S36112A,1,0,0,0,0,"Contusion of liver, initial encounter","Injury to liver without mention of open wound into cavity, hematoma and contusion"
86402,S36114A,1,0,0,0,0,"Minor laceration of liver, initial encounter","Injury to liver without mention of open wound into cavity, laceration, minor"
86403,S36115A,1,0,0,0,0,"Moderate laceration of liver, initial encounter","Injury to liver without mention of open wound into cavity, laceration, moderate"
86404,S36116A,1,0,0,0,0,"Major laceration of liver, initial encounter","Injury to liver without mention of open wound into cavity, laceration, major"
86405,S36113A,1,0,0,0,0,"Laceration of liver, unspecified degree, initial encounter","Injury to liver without mention of open wound into cavity laceration, unspecified"
86409,S36118A,1,0,0,0,0,"Other injury of liver, initial encounter",Other injury to liver without mention of open wound into cavity
86410,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to liver with open wound into cavity, unspecified injury"
86410,S36119A,1,0,1,1,1,"Unspecified injury of liver, initial encounter","Injury to liver with open wound into cavity, unspecified injury"
86411,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to liver with open wound into cavity, hematoma and contusion"
86411,S36112A,1,0,1,1,1,"Contusion of liver, initial encounter","Injury to liver with open wound into cavity, hematoma and contusion"
86412,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to liver with open wound into cavity, laceration, minor"
86412,S36114A,1,0,1,1,1,"Minor laceration of liver, initial encounter","Injury to liver with open wound into cavity, laceration, minor"
86413,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to liver with open wound into cavity, laceration, moderate"
86413,S36115A,1,0,1,1,1,"Moderate laceration of liver, initial encounter","Injury to liver with open wound into cavity, laceration, moderate"
86414,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to liver with open wound into cavity, laceration, major"
86414,S36116A,1,0,1,1,1,"Major laceration of liver, initial encounter","Injury to liver with open wound into cavity, laceration, major"
86415,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to liver with open wound into cavity, laceration, unspecified"
86415,S36113A,1,0,1,1,1,"Laceration of liver, unspecified degree, initial encounter","Injury to liver with open wound into cavity, laceration, unspecified"
86419,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter",Other injury to liver with open wound into cavity
86419,S36118A,1,0,1,1,1,"Other injury of liver, initial encounter",Other injury to liver with open wound into cavity
86500,S3600XA,1,0,0,0,0,"Unspecified injury of spleen, initial encounter","Injury to spleen without mention of open wound into cavity, unspecified injury"
86501,S36029A,1,0,0,0,0,"Unspecified contusion of spleen, initial encounter","Injury to spleen without mention of open wound into cavity, hematoma without rupture of capsule"
86502,S36030A,1,0,0,0,0,"Superficial (capsular) laceration of spleen, initial encounter","Injury to spleen without mention of open wound into cavity, capsular tears, without major disruption of parenchyma"
86503,S36031A,1,0,0,0,0,"Moderate laceration of spleen, initial encounter","Injury to spleen without mention of open wound into cavity, laceration extending into parenchyma"
86504,S36032A,1,0,0,0,0,"Major laceration of spleen, initial encounter","Injury to spleen without mention of open wound into cavity, massive parenchymal disruption"
86509,S3609XA,1,0,0,0,0,"Other injury of spleen, initial encounter",Other injury into spleen without mention of open wound into cavity
86510,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to spleen with open wound into cavity, unspecified injury"
86510,S3600XA,1,0,1,1,1,"Unspecified injury of spleen, initial encounter","Injury to spleen with open wound into cavity, unspecified injury"
86511,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to spleen with open wound into cavity, hematoma without rupture of capsule"
86511,S36020A,1,0,1,1,1,"Minor contusion of spleen, initial encounter","Injury to spleen with open wound into cavity, hematoma without rupture of capsule"
86511,S36021A,1,0,1,1,1,"Major contusion of spleen, initial encounter","Injury to spleen with open wound into cavity, hematoma without rupture of capsule"
86511,S36029A,1,0,1,1,1,"Unspecified contusion of spleen, initial encounter","Injury to spleen with open wound into cavity, hematoma without rupture of capsule"
86512,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to spleen with open wound into cavity, capsular tears, without major disruption of parenchyma"
86512,S36030A,1,0,1,1,1,"Superficial (capsular) laceration of spleen, initial encounter","Injury to spleen with open wound into cavity, capsular tears, without major disruption of parenchyma"
