source,target,approximate,no map,combination,scenario,choice list,descriptions
77989,P941,1,0,0,1,0,Congenital hypertonia
77989,P942,1,0,0,1,0,Congenital hypotonia
77989,P9689,1,0,0,1,0,Other specified conditions originating in the perinatal period
7799,P95,1,0,0,1,0,Stillbirth
7799,P969,1,0,0,1,0,"Condition originating in the perinatal period, unspecified"
78001,R4020,1,0,0,1,0,Unspecified coma
78002,R404,1,0,0,1,0,Transient alteration of awareness
78003,R403,1,0,0,1,0,Persistent vegetative state
78009,R400,1,0,0,1,0,Somnolence
78009,R401,1,0,0,1,0,Stupor
7801,R440,1,0,0,1,0,Auditory hallucinations
7801,R442,1,0,0,1,0,Other hallucinations
7801,R443,1,0,0,1,0,"Hallucinations, unspecified"
7802,R55,1,0,0,1,0,Syncope and collapse
78031,R5600,1,0,0,1,0,Simple febrile convulsions
78032,R5601,1,0,0,1,0,Complex febrile convulsions
78033,R561,1,0,0,1,0,Post traumatic seizures
78039,R569,1,0,0,1,0,Unspecified convulsions
7804,R42,1,0,0,1,0,Dizziness and giddiness
78050,G479,1,0,0,1,0,"Sleep disorder, unspecified"
78051,G4730,1,0,0,1,0,"Sleep apnea, unspecified"
78052,G4700,1,0,0,1,0,"Insomnia, unspecified"
78053,G4730,1,0,0,1,0,"Sleep apnea, unspecified"
78054,G4710,1,0,0,1,0,"Hypersomnia, unspecified"
78055,G4720,1,0,0,1,0,"Circadian rhythm sleep disorder, unspecified type"
78056,G478,1,0,0,1,0,Other sleep disorders
78057,G4730,1,0,0,1,0,"Sleep apnea, unspecified"
78058,F518,1,0,0,1,0,Other sleep disorders not due to a substance or known physiological condition
78059,G478,1,0,0,1,0,Other sleep disorders
78060,R502,1,0,0,1,0,Drug induced fever
78060,R509,1,0,0,1,0,"Fever, unspecified"
78061,R5081,1,0,0,1,0,Fever presenting with conditions classified elsewhere
78062,R5082,1,0,0,1,0,Postprocedural fever
78063,R5083,1,0,0,1,0,Postvaccination fever
78064,R6883,1,0,0,1,0,Chills (without fever)
78065,R680,1,0,0,1,0,"Hypothermia, not associated with low environmental temperature"
78066,R5084,1,0,0,1,0,Febrile nonhemolytic transfusion reaction
78071,R5382,1,0,0,1,0,"Chronic fatigue, unspecified"
78072,R532,1,0,0,1,0,Functional quadriplegia
78079,G933,1,0,0,1,0,Postviral fatigue syndrome
78079,R531,1,0,0,1,0,Weakness
78079,R5381,1,0,0,1,0,Other malaise
78079,R5383,1,0,0,1,0,Other fatigue
7808,R61,1,0,0,1,0,Generalized hyperhidrosis
78091,R6812,1,0,0,1,0,Fussy infant (baby)
78092,R6811,1,0,0,1,0,Excessive crying of infant (baby)
78093,R412,1,0,0,1,0,Retrograde amnesia
78093,R413,1,0,0,1,0,Other amnesia
78094,R6881,1,0,0,1,0,Early satiety
78095,R4583,1,0,0,1,0,"Excessive crying of child, adolescent or adult"
78096,R52,1,0,0,1,0,"Pain, unspecified"
78097,R4182,1,0,0,1,0,"Altered mental status, unspecified"
78099,R4584,1,0,0,1,0,Anhedonia
78099,R6889,1,0,0,1,0,Other general symptoms and signs
7810,R250,1,0,0,1,0,Abnormal head movements
7810,R251,1,0,0,1,0,"Tremor, unspecified"
7810,R252,1,0,0,1,0,Cramp and spasm
7810,R253,1,0,0,1,0,Fasciculation
7810,R259,1,0,0,1,0,Unspecified abnormal involuntary movements
7811,R430,1,0,0,1,0,Anosmia
7811,R431,1,0,0,1,0,Parosmia
7811,R432,1,0,0,1,0,Parageusia
7812,R260,1,0,0,1,0,Ataxic gait
7812,R261,1,0,0,1,0,Paralytic gait
7812,R2689,1,0,0,1,0,Other abnormalities of gait and mobility
7812,R269,1,0,0,1,0,Unspecified abnormalities of gait and mobility
7813,R270,1,0,0,1,0,"Ataxia, unspecified"
7813,R278,1,0,0,1,0,Other lack of coordination
7813,R279,1,0,0,1,0,Unspecified lack of coordination
7814,R295,1,0,0,1,0,Transient paralysis
7815,R683,1,0,0,1,0,Clubbing of fingers
7816,R291,1,0,0,1,0,Meningismus
7817,R290,1,0,0,1,0,Tetany
7818,R414,1,0,0,1,0,Neurologic neglect syndrome
78191,R29890,1,0,0,1,0,Loss of height
78192,R293,1,0,0,1,0,Abnormal posture
78193,R29891,1,0,0,1,0,Ocular torticollis
78194,R29810,1,0,0,1,0,Facial weakness
78199,R29818,1,0,0,1,0,Other symptoms and signs involving the nervous system
78199,R29898,1,0,0,1,0,Other symptoms and signs involving the musculoskeletal system
78199,R2990,1,0,0,1,0,Unspecified symptoms and signs involving the nervous system
78199,R2991,1,0,0,1,0,Unspecified symptoms and signs involving the musculoskeletal system
7820,R200,1,0,0,1,0,Anesthesia of skin
7820,R201,1,0,0,1,0,Hypoesthesia of skin
7820,R202,1,0,0,1,0,Paresthesia of skin
7820,R203,1,0,0,1,0,Hyperesthesia
7820,R208,1,0,0,1,0,Other disturbances of skin sensation
7820,R209,1,0,0,1,0,Unspecified disturbances of skin sensation
7821,R21,1,0,0,1,0,Rash and other nonspecific skin eruption
7822,R229,1,0,0,1,0,"Localized swelling, mass and lump, unspecified"
7823,R600,1,0,0,1,0,Localized edema
7823,R601,1,0,0,1,0,Generalized edema
7823,R609,1,0,0,1,0,"Edema, unspecified"
7824,R17,1,0,0,1,0,Unspecified jaundice
7825,R230,1,0,0,1,0,Cyanosis
78261,R231,1,0,0,1,0,Pallor
78262,R232,1,0,0,1,0,Flushing
7827,R233,1,0,0,1,0,Spontaneous ecchymoses
7828,R234,1,0,0,1,0,Changes in skin texture
7829,R238,1,0,0,1,0,Other skin changes
7830,R630,1,0,0,1,0,Anorexia
7831,R635,1,0,0,1,0,Abnormal weight gain
78321,R634,1,0,0,1,0,Abnormal weight loss
78322,R636,1,0,0,1,0,Underweight
7833,R633,1,0,0,1,0,Feeding difficulties
78340,R6250,1,0,0,1,0,Unspecified lack of expected normal physiological development in childhood
78341,R6251,1,0,0,1,0,Failure to thrive (child)
78342,R620,1,0,0,1,0,Delayed milestone in childhood
78343,R6252,1,0,0,1,0,Short stature (child)
7835,R631,1,0,0,1,0,Polydipsia
7836,R632,1,0,0,1,0,Polyphagia
7837,R627,1,0,0,1,0,Adult failure to thrive
7839,R638,1,0,0,1,0,Other symptoms and signs concerning food and fluid intake
7840,G441,1,0,0,1,0,"Vascular headache, not elsewhere classified"
7840,R51,1,0,0,1,0,Headache
7841,R070,1,0,0,1,0,Pain in throat
7842,R220,1,0,0,1,0,"Localized swelling, mass and lump, head"
7842,R221,1,0,0,1,0,"Localized swelling, mass and lump, neck"
7843,R4701,1,0,0,1,0,Aphasia
78440,R499,1,0,0,1,0,Unspecified voice and resonance disorder
78441,R491,1,0,0,1,0,Aphonia
78442,R490,1,0,0,1,0,Dysphonia
78443,R4921,1,0,0,1,0,Hypernasality
78444,R4922,1,0,0,1,0,Hyponasality
78449,R498,1,0,0,1,0,Other voice and resonance disorders
78451,R471,1,0,0,1,0,Dysarthria and anarthria
78452,R4782,1,0,0,1,0,Fluency disorder in conditions classified elsewhere
78459,R4702,1,0,0,1,0,Dysphasia
78459,R4781,1,0,0,1,0,Slurred speech
78459,R4789,1,0,0,1,0,Other speech disturbances
78460,R489,1,0,0,1,0,Unspecified symbolic dysfunctions
78461,R480,1,0,0,1,0,Dyslexia and alexia
78469,R481,1,0,0,1,0,Agnosia
78469,R482,1,0,0,1,0,Apraxia
78469,R488,1,0,0,1,0,Other symbolic dysfunctions
7847,R040,1,0,0,1,0,Epistaxis
7848,R041,1,0,0,1,0,Hemorrhage from throat
78491,R0982,1,0,0,1,0,Postnasal drip
78492,R6884,1,0,0,1,0,Jaw pain
78499,R065,1,0,0,1,0,Mouth breathing
78499,R067,1,0,0,1,0,Sneezing
78499,R0689,1,0,0,1,0,Other abnormalities of breathing
78499,R196,1,0,0,1,0,Halitosis
7850,R000,1,0,0,1,0,"Tachycardia, unspecified"
7851,R002,1,0,0,1,0,Palpitations
7852,R011,1,0,0,1,0,"Cardiac murmur, unspecified"
7853,R012,1,0,0,1,0,Other cardiac sounds
7854,I96,1,0,0,1,0,"Gangrene, not elsewhere classified"
78550,R579,1,0,0,1,0,"Shock, unspecified"
78551,R570,1,0,0,1,0,Cardiogenic shock
78552,R6521,1,0,0,1,0,Severe sepsis with septic shock
78559,R571,1,0,0,1,0,Hypovolemic shock
78559,R578,1,0,0,1,0,Other shock
7856,R599,1,0,0,1,0,"Enlarged lymph nodes, unspecified"
7859,R0989,1,0,0,1,0,Other specified symptoms and signs involving the circulatory and respiratory systems
78600,R069,1,0,0,1,0,Unspecified abnormalities of breathing
78601,R064,1,0,0,1,0,Hyperventilation
78602,R0601,1,0,0,1,0,Orthopnea
78603,R0681,1,0,0,1,0,"Apnea, not elsewhere classified"
78604,R063,1,0,0,1,0,Periodic breathing
78605,R0602,1,0,0,1,0,Shortness of breath
78606,R0682,1,0,0,1,0,"Tachypnea, not elsewhere classified"
78607,R062,1,0,0,1,0,Wheezing
78609,R0600,1,0,0,1,0,"Dyspnea, unspecified"
78609,R0609,1,0,0,1,0,Other forms of dyspnea
78609,R063,1,0,0,1,0,Periodic breathing
78609,R0683,1,0,0,1,0,Snoring
78609,R0689,1,0,0,1,0,Other abnormalities of breathing
7861,R061,1,0,0,1,0,Stridor
7862,R05,1,0,0,1,0,Cough
78630,R042,1,0,0,1,0,Hemoptysis
78630,R049,1,0,0,1,0,"Hemorrhage from respiratory passages, unspecified"
78631,R0481,1,0,0,1,0,Acute idiopathic pulmonary hemorrhage in infants
78639,R0489,1,0,0,1,0,Hemorrhage from other sites in respiratory passages
7864,R093,1,0,0,1,0,Abnormal sputum
78650,R079,1,0,0,1,0,"Chest pain, unspecified"
78651,R072,1,0,0,1,0,Precordial pain
78652,R071,1,0,0,1,0,Chest pain on breathing
78652,R0781,1,0,0,1,0,Pleurodynia
78659,R0782,1,0,0,1,0,Intercostal pain
78659,R0789,1,0,0,1,0,Other chest pain
7866,R222,1,0,0,1,0,"Localized swelling, mass and lump, trunk"
7867,R0989,1,0,0,1,0,Other specified symptoms and signs involving the circulatory and respiratory systems
7868,R066,1,0,0,1,0,Hiccough
7869,R0689,1,0,0,1,0,Other abnormalities of breathing
78701,R112,1,0,0,1,0,"Nausea with vomiting, unspecified"
78702,R110,1,0,0,1,0,Nausea
78703,R1110,1,0,0,1,0,"Vomiting, unspecified"
78703,R1111,1,0,0,1,0,Vomiting without nausea
78703,R1112,1,0,0,1,0,Projectile vomiting
78704,R1114,1,0,0,1,0,Bilious vomiting
7871,R12,1,0,0,1,0,Heartburn
78720,R130,1,0,0,1,0,Aphagia
78720,R1310,1,0,0,1,0,"Dysphagia, unspecified"
78721,R1311,1,0,0,1,0,"Dysphagia, oral phase"
78722,R1312,1,0,0,1,0,"Dysphagia, oropharyngeal phase"
78723,R1313,1,0,0,1,0,"Dysphagia, pharyngeal phase"
78724,R1314,1,0,0,1,0,"Dysphagia, pharyngoesophageal phase"
78729,R1319,1,0,0,1,0,Other dysphagia
7873,R140,1,0,0,1,0,Abdominal distension (gaseous)
7873,R141,1,0,0,1,0,Gas pain
7873,R142,1,0,0,1,0,Eructation
7873,R143,1,0,0,1,0,Flatulence
7874,R192,1,0,0,1,0,Visible peristalsis
7875,R1911,1,0,0,1,0,Absent bowel sounds
7875,R1912,1,0,0,1,0,Hyperactive bowel sounds
7875,R1915,1,0,0,1,0,Other abnormal bowel sounds
78760,R159,1,0,0,1,0,Full incontinence of feces
78761,R150,1,0,0,1,0,Incomplete defecation
78762,R151,1,0,0,1,0,Fecal smearing
78763,R152,1,0,0,1,0,Fecal urgency
7877,R195,1,0,0,1,0,Other fecal abnormalities
78791,K5229,1,0,0,1,0,Other allergic and dietetic gastroenteritis and colitis
78791,K5289,1,0,0,1,0,Other specified noninfective gastroenteritis and colitis
78791,R197,1,0,0,1,0,"Diarrhea, unspecified"
78799,R194,1,0,0,1,0,Change in bowel habit
78799,R198,1,0,0,1,0,Other specified symptoms and signs involving the digestive system and abdomen
7880,N23,1,0,0,1,0,Unspecified renal colic
7881,R300,1,0,0,1,0,Dysuria
7881,R309,1,0,0,1,0,"Painful micturition, unspecified"
78820,R339,1,0,0,1,0,"Retention of urine, unspecified"
78821,R3914,1,0,0,1,0,Feeling of incomplete bladder emptying
78829,R338,1,0,0,1,0,Other retention of urine
78830,R32,1,0,0,1,0,Unspecified urinary incontinence
78831,N3941,1,0,0,1,0,Urge incontinence
78832,N393,1,0,0,1,0,Stress incontinence (female) (male)
78833,N3946,1,0,0,1,0,Mixed incontinence
78834,N3942,1,0,0,1,0,Incontinence without sensory awareness
78835,N3943,1,0,0,1,0,Post-void dribbling
78836,N3944,1,0,0,1,0,Nocturnal enuresis
78837,N3945,1,0,0,1,0,Continuous leakage
78838,N39490,1,0,0,1,0,Overflow incontinence
78839,N39491,1,0,0,1,0,Coital incontinence
78839,N39492,1,0,0,1,0,Postural (urinary) incontinence
78839,N39498,1,0,0,1,0,Other specified urinary incontinence
78841,R350,1,0,0,1,0,Frequency of micturition
78842,R358,1,0,0,1,0,Other polyuria
78843,R351,1,0,0,1,0,Nocturia
7885,R34,1,0,0,1,0,Anuria and oliguria
78861,R3913,1,0,0,1,0,Splitting of urinary stream
78862,R3912,1,0,0,1,0,Poor urinary stream
78863,R3915,1,0,0,1,0,Urgency of urination
78864,R3911,1,0,0,1,0,Hesitancy of micturition
78865,R3916,1,0,0,1,0,Straining to void
78869,R39191,1,0,0,1,0,Need to immediately re-void
78869,R39192,1,0,0,1,0,Position dependent micturition
78869,R39198,1,0,0,1,0,Other difficulties with micturition
7887,R360,1,0,0,1,0,Urethral discharge without blood
7887,R369,1,0,0,1,0,"Urethral discharge, unspecified"
7888,R390,1,0,0,1,0,Extravasation of urine
78891,R3981,1,0,0,1,0,Functional urinary incontinence
78899,R301,1,0,0,1,0,Vesical tenesmus
78899,R392,1,0,0,1,0,Extrarenal uremia
78899,R3982,1,0,0,1,0,Chronic bladder pain
78899,R3989,1,0,0,1,0,Other symptoms and signs involving the genitourinary system
78900,R109,1,0,0,1,0,Unspecified abdominal pain
78901,R1011,1,0,0,1,0,Right upper quadrant pain
78902,R1012,1,0,0,1,0,Left upper quadrant pain
78903,R1031,1,0,0,1,0,Right lower quadrant pain
78904,R1032,1,0,0,1,0,Left lower quadrant pain
78905,R1033,1,0,0,1,0,Periumbilical pain
78906,R1013,1,0,0,1,0,Epigastric pain
78907,R1084,1,0,0,1,0,Generalized abdominal pain
78909,R1010,1,0,0,1,0,"Upper abdominal pain, unspecified"
78909,R102,1,0,0,1,0,Pelvic and perineal pain
78909,R1030,1,0,0,1,0,"Lower abdominal pain, unspecified"
7891,R160,1,0,0,1,0,"Hepatomegaly, not elsewhere classified"
7892,R161,1,0,0,1,0,"Splenomegaly, not elsewhere classified"
78930,R1900,1,0,0,1,0,"Intra-abdominal and pelvic swelling, mass and lump, unspecified site"
78931,R1901,1,0,0,1,0,"Right upper quadrant abdominal swelling, mass and lump"
78932,R1902,1,0,0,1,0,"Left upper quadrant abdominal swelling, mass and lump"
78933,R1903,1,0,0,1,0,"Right lower quadrant abdominal swelling, mass and lump"
78934,R1904,1,0,0,1,0,"Left lower quadrant abdominal swelling, mass and lump"
78935,R1905,1,0,0,1,0,"Periumbilic swelling, mass or lump"
78936,R1906,1,0,0,1,0,"Epigastric swelling, mass or lump"
78937,R1907,1,0,0,1,0,"Generalized intra-abdominal and pelvic swelling, mass and lump"
78939,R1909,1,0,0,1,0,"Other intra-abdominal and pelvic swelling, mass and lump"
78940,R1930,1,0,0,1,0,"Abdominal rigidity, unspecified site"
78941,R1931,1,0,0,1,0,Right upper quadrant abdominal rigidity
78942,R1932,1,0,0,1,0,Left upper quadrant abdominal rigidity
78943,R1933,1,0,0,1,0,Right lower quadrant abdominal rigidity
78944,R1934,1,0,0,1,0,Left lower quadrant abdominal rigidity
78945,R1935,1,0,0,1,0,Periumbilic abdominal rigidity
78946,R1936,1,0,0,1,0,Epigastric abdominal rigidity
78947,R1937,1,0,0,1,0,Generalized abdominal rigidity
78949,R1930,1,0,0,1,0,"Abdominal rigidity, unspecified site"
78951,R180,1,0,0,1,0,Malignant ascites
78959,R188,1,0,0,1,0,Other ascites
78960,R10819,1,0,0,1,0,"Abdominal tenderness, unspecified site"
78960,R10829,1,0,0,1,0,"Rebound abdominal tenderness, unspecified site"
78961,R10811,1,0,0,1,0,Right upper quadrant abdominal tenderness
78961,R10821,1,0,0,1,0,Right upper quadrant rebound abdominal tenderness
78962,R10812,1,0,0,1,0,Left upper quadrant abdominal tenderness
78962,R10822,1,0,0,1,0,Left upper quadrant rebound abdominal tenderness
78963,R10813,1,0,0,1,0,Right lower quadrant abdominal tenderness
78963,R10823,1,0,0,1,0,Right lower quadrant rebound abdominal tenderness
78964,R10814,1,0,0,1,0,Left lower quadrant abdominal tenderness
78964,R10824,1,0,0,1,0,Left lower quadrant rebound abdominal tenderness
78965,R10815,1,0,0,1,0,Periumbilic abdominal tenderness
78965,R10825,1,0,0,1,0,Periumbilic rebound abdominal tenderness
78966,R10816,1,0,0,1,0,Epigastric abdominal tenderness
78966,R10826,1,0,0,1,0,Epigastric rebound abdominal tenderness
78967,R10817,1,0,0,1,0,Generalized abdominal tenderness
78967,R10827,1,0,0,1,0,Generalized rebound abdominal tenderness
78969,R10819,1,0,0,1,0,"Abdominal tenderness, unspecified site"
78969,R10829,1,0,0,1,0,"Rebound abdominal tenderness, unspecified site"
7897,R1083,1,0,0,1,0,Colic
7899,R198,1,0,0,1,0,Other specified symptoms and signs involving the digestive system and abdomen
79001,R710,1,0,0,1,0,Precipitous drop in hematocrit
79009,R718,1,0,0,1,0,Other abnormality of red blood cells
7901,R700,1,0,0,1,0,Elevated erythrocyte sedimentation rate
79021,R7301,1,0,0,1,0,Impaired fasting glucose
79022,R7302,1,0,0,1,0,Impaired glucose tolerance (oral)
79029,R7303,1,0,0,1,0,Prediabetes
79029,R7309,1,0,0,1,0,Other abnormal glucose
7903,R780,1,0,0,1,0,Finding of alcohol in blood
7904,R740,1,0,0,1,0,Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH]
7905,R748,1,0,0,1,0,Abnormal levels of other serum enzymes
7906,R7889,1,0,0,1,0,"Finding of other specified substances, not normally found in blood"
7906,R790,1,0,0,1,0,Abnormal level of blood mineral
7906,R7989,1,0,0,1,0,Other specified abnormal findings of blood chemistry
7907,R7881,1,0,0,1,0,Bacteremia
7908,B349,1,0,0,1,0,"Viral infection, unspecified"
79091,R7981,1,0,0,1,0,Abnormal blood-gas level
79092,R791,1,0,0,1,0,Abnormal coagulation profile
79093,R9720,1,0,0,1,0,Elevated prostate specific antigen [PSA]
79093,R9721,1,0,0,1,0,Rising PSA following treatment for malignant neoplasm of prostate
79094,E0781,1,0,0,1,0,Sick-euthyroid syndrome
79095,R7982,1,0,0,1,0,Elevated C-reactive protein (CRP)
79099,R7889,1,0,0,1,0,"Finding of other specified substances, not normally found in blood"
79099,R789,1,0,0,1,0,"Finding of unspecified substance, not normally found in blood"
7910,R803,1,0,0,1,0,Bence Jones proteinuria
7910,R809,1,0,0,1,0,"Proteinuria, unspecified"
7911,R820,1,0,0,1,0,Chyluria
7912,R823,1,0,0,1,0,Hemoglobinuria
7913,R821,1,0,0,1,0,Myoglobinuria
7914,R822,1,0,0,1,0,Biliuria
7915,R81,1,0,0,1,0,Glycosuria
7916,R824,1,0,0,1,0,Acetonuria
7917,R8299,1,0,0,1,0,Other abnormal findings in urine
7919,R825,1,0,0,1,0,"Elevated urine levels of drugs, medicaments and biological substances"
7919,R8271,1,0,0,1,0,Bacteriuria
7919,R8279,1,0,0,1,0,Other abnormal findings on microbiological examination of urine
7919,R8299,1,0,0,1,0,Other abnormal findings in urine
7920,R839,1,0,0,1,0,Unspecified abnormal finding in cerebrospinal fluid
7921,R195,1,0,0,1,0,Other fecal abnormalities
7922,R869,1,0,0,1,0,Unspecified abnormal finding in specimens from male genital organs
7923,O289,1,0,0,1,0,Unspecified abnormal findings on antenatal screening of mother
7924,R859,1,0,0,1,0,Unspecified abnormal finding in specimens from digestive organs and abdominal cavity
7925,R880,1,0,0,1,0,Cloudy (hemodialysis) (peritoneal) dialysis effluent
7929,R849,1,0,0,1,0,Unspecified abnormal finding in specimens from respiratory organs and thorax
7929,R859,1,0,0,1,0,Unspecified abnormal finding in specimens from digestive organs and abdominal cavity
7929,R879,1,0,0,1,0,Unspecified abnormal finding in specimens from female genital organs
7929,R888,1,0,0,1,0,Abnormal findings in other body fluids and substances
7929,R899,1,0,0,1,0,"Unspecified abnormal finding in specimens from other organs, systems and tissues"
7930,R930,1,0,0,1,0,"Abnormal findings on diagnostic imaging of skull and head, not elsewhere classified"
79311,R911,1,0,0,1,0,Solitary pulmonary nodule
79319,R918,1,0,0,1,0,Other nonspecific abnormal finding of lung field
7932,R931,1,0,0,1,0,Abnormal findings on diagnostic imaging of heart and coronary circulation
7932,R938,1,0,0,1,0,Abnormal findings on diagnostic imaging of other specified body structures
7933,R932,1,0,0,1,0,Abnormal findings on diagnostic imaging of liver and biliary tract
7934,R933,1,0,0,1,0,Abnormal findings on diagnostic imaging of other parts of digestive tract
7935,R9341,1,0,0,1,0,"Abnormal radiologic findings on diagnostic imaging of renal pelvis, ureter, or bladder"
7935,R93421,1,0,0,1,0,Abnormal radiologic findings on diagnostic imaging of right kidney
7935,R93422,1,0,0,1,0,Abnormal radiologic findings on diagnostic imaging of left kidney
7935,R93429,1,0,0,1,0,Abnormal radiologic findings on diagnostic imaging of unspecified kidney
7935,R9349,1,0,0,1,0,Abnormal radiologic findings on diagnostic imaging of other urinary organs
7936,R935,1,0,0,1,0,"Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum"
7937,R936,1,0,0,1,0,Abnormal findings on diagnostic imaging of limbs
7937,R937,1,0,0,1,0,Abnormal findings on diagnostic imaging of other parts of musculoskeletal system
79380,R928,1,0,0,1,0,Other abnormal and inconclusive findings on diagnostic imaging of breast
79381,R920,1,0,0,1,0,Mammographic microcalcification found on diagnostic imaging of breast
79382,R922,1,0,0,1,0,Inconclusive mammogram
79389,R928,1,0,0,1,0,Other abnormal and inconclusive findings on diagnostic imaging of breast
79391,R939,1,0,0,1,0,Diagnostic imaging inconclusive due to excess body fat of patient
79399,R938,1,0,0,1,0,Abnormal findings on diagnostic imaging of other specified body structures
79400,R9409,1,0,0,1,0,Abnormal results of other function studies of central nervous system
79401,R9081,1,0,0,1,0,Abnormal echoencephalogram
79402,R9401,1,0,0,1,0,Abnormal electroencephalogram [EEG]
79409,R9402,1,0,0,1,0,Abnormal brain scan
79409,R9409,1,0,0,1,0,Abnormal results of other function studies of central nervous system
79410,R94130,1,0,0,1,0,"Abnormal response to nerve stimulation, unspecified"
79411,R94111,1,0,0,1,0,Abnormal electroretinogram [ERG]
79412,R94110,1,0,0,1,0,Abnormal electro-oculogram [EOG]
79413,R94112,1,0,0,1,0,Abnormal visually evoked potential [VEP]
79414,R94113,1,0,0,1,0,Abnormal oculomotor study
79415,R94120,1,0,0,1,0,Abnormal auditory function study
79416,R94121,1,0,0,1,0,Abnormal vestibular function study
79417,R94131,1,0,0,1,0,Abnormal electromyogram [EMG]
79419,R94118,1,0,0,1,0,Abnormal results of other function studies of eye
79419,R94128,1,0,0,1,0,Abnormal results of other function studies of ear and other special senses
79419,R94138,1,0,0,1,0,Abnormal results of other function studies of peripheral nervous system
7942,R942,1,0,0,1,0,Abnormal results of pulmonary function studies
79430,R9430,1,0,0,1,0,"Abnormal result of cardiovascular function study, unspecified"
79431,R9431,1,0,0,1,0,Abnormal electrocardiogram [ECG] [EKG]
79439,R9439,1,0,0,1,0,Abnormal result of other cardiovascular function study
7944,R944,1,0,0,1,0,Abnormal results of kidney function studies
7945,R946,1,0,0,1,0,Abnormal results of thyroid function studies
7946,R947,1,0,0,1,0,Abnormal results of other endocrine function studies
7947,R948,1,0,0,1,0,Abnormal results of function studies of other organs and systems
7948,R945,1,0,0,1,0,Abnormal results of liver function studies
7949,R948,1,0,0,1,0,Abnormal results of function studies of other organs and systems
79500,R87619,1,0,0,1,0,Unspecified abnormal cytological findings in specimens from cervix uteri
79501,R87610,1,0,0,1,0,Atypical squamous cells of undetermined significance on cytologic smear of cervix (ASC-US)
79502,R87611,1,0,0,1,0,Atypical squamous cells cannot exclude high grade squamous intraepithelial lesion on cytologic smear of cervix (ASC-H)
79503,R87612,1,0,0,1,0,Low grade squamous intraepithelial lesion on cytologic smear of cervix (LGSIL)
79504,R87613,1,0,0,1,0,High grade squamous intraepithelial lesion on cytologic smear of cervix (HGSIL)
79505,R87810,1,0,0,1,0,Cervical high risk human papillomavirus (HPV) DNA test positive
79506,R87614,1,0,0,1,0,Cytologic evidence of malignancy on smear of cervix
79507,R87616,1,0,0,1,0,Satisfactory cervical smear but lacking transformation zone
79508,R87615,1,0,0,1,0,Unsatisfactory cytologic smear of cervix
79509,R87820,1,0,0,1,0,Cervical low risk human papillomavirus (HPV) DNA test positive
79510,R87628,1,0,0,1,0,Other abnormal cytological findings on specimens from vagina
79511,R87620,1,0,0,1,0,Atypical squamous cells of undetermined significance on cytologic smear of vagina (ASC-US)
79512,R87621,1,0,0,1,0,Atypical squamous cells cannot exclude high grade squamous intraepithelial lesion on cytologic smear of vagina (ASC-H)
79513,R87622,1,0,0,1,0,Low grade squamous intraepithelial lesion on cytologic smear of vagina (LGSIL)
79514,R87623,1,0,0,1,0,High grade squamous intraepithelial lesion on cytologic smear of vagina (HGSIL)
79515,R87811,1,0,0,1,0,Vaginal high risk human papillomavirus (HPV) DNA test positive
79516,R87624,1,0,0,1,0,Cytologic evidence of malignancy on smear of vagina
79518,R87625,1,0,0,1,0,Unsatisfactory cytologic smear of vagina
79519,R87628,1,0,0,1,0,Other abnormal cytological findings on specimens from vagina
7952,R898,1,0,0,1,0,"Other abnormal findings in specimens from other organs, systems and tissues"
79531,R895,1,0,0,1,0,"Abnormal microbiological findings in specimens from other organs, systems and tissues"
79539,R899,1,0,0,1,0,"Unspecified abnormal finding in specimens from other organs, systems and tissues"
7954,R897,1,0,0,1,0,"Abnormal histological findings in specimens from other organs, systems and tissues"
79551,R7611,1,0,0,1,0,Nonspecific reaction to tuberculin skin test without active tuberculosis
79552,R7612,1,0,0,1,0,Nonspecific reaction to cell mediated immunity measurement of gamma interferon antigen response without active tuberculosis
7956,R768,1,0,0,1,0,Other specified abnormal immunological findings in serum
79571,R75,1,0,0,1,0,Inconclusive laboratory evidence of human immunodeficiency virus [HIV]
79579,R760,1,0,0,1,0,Raised antibody titer
79579,R768,1,0,0,1,0,Other specified abnormal immunological findings in serum
79579,R769,1,0,0,1,0,"Abnormal immunological finding in serum, unspecified"
79581,R970,1,0,0,1,0,Elevated carcinoembryonic antigen [CEA]
79582,R971,1,0,0,1,0,Elevated cancer antigen 125 [CA 125]
79589,R978,1,0,0,1,0,Other abnormal tumor markers
7960,R825,1,0,0,1,0,"Elevated urine levels of drugs, medicaments and biological substances"
7960,R826,1,0,0,1,0,Abnormal urine levels of substances chiefly nonmedicinal as to source
7960,R892,1,0,0,1,0,"Abnormal level of other drugs, medicaments and biological substances in specimens from other organs, systems and tissues"
7960,R893,1,0,0,1,0,"Abnormal level of substances chiefly nonmedicinal as to source in specimens from other organs, systems and tissues"
7961,R292,1,0,0,1,0,Abnormal reflex
7962,R030,1,0,0,1,0,"Elevated blood-pressure reading, without diagnosis of hypertension"
7963,R031,1,0,0,1,0,Nonspecific low blood-pressure reading
7964,R6889,1,0,0,1,0,Other general symptoms and signs
7965,O289,1,0,0,1,0,Unspecified abnormal findings on antenatal screening of mother
7966,P09,1,0,0,1,0,Abnormal findings on neonatal screening
79670,R85619,1,0,0,1,0,Unspecified abnormal cytological findings in specimens from anus
